id,title,abstract,segmented_sents
2112.08808,Simple Questions Generate Named Entity Recognition Datasets,"  Recent named entity recognition (NER) models often rely on human-annotated
datasets, requiring the significant engagement of professional knowledge on the
target domain and entities. This research introduces an ask-to-generate
approach that automatically generates NER datasets by asking questions in
simple natural language to an open-domain question answering system (e.g.,
""Which disease?""). Despite using fewer in-domain resources, our models, solely
trained on the generated datasets, largely outperform strong low-resource
models by an average F1 score of 19.4 for six popular NER benchmarks.
Furthermore, our models provide competitive performance with rich-resource
models that additionally leverage in-domain dictionaries provided by domain
experts. In few-shot NER, we outperform the previous best model by an F1 score
of 5.2 on three benchmarks and achieve new state-of-the-art performance.
","<1> Recent named entity recognition (NER) models often rely on human-annotated datasets, requiring the significant engagement of professional knowledge on the target domain and entities. </1>
 <2> This research introduces an ask-to-generate approach that automatically generates NER datasets by asking questions in simple natural language to an open-domain question answering system (e.g., ""Which disease?""). </2>
 <3> Despite using fewer in-domain resources, our models, solely trained on the generated datasets, largely outperform strong low-resource models by an average F1 score of 19.4 for six popular NER benchmarks. </3>
 <4>  </4>
 <5> Furthermore, our models provide competitive performance with rich-resource models that additionally leverage in-domain dictionaries provided by domain experts. </5>
 <6> In few-shot NER, we outperform the previous best model by an F1 score of 5.2 on three benchmarks and achieve new state-of-the-art performance. </6>
"
2012.06561,Comprehension and Knowledge,"  The ability of an agent to comprehend a sentence is tightly connected to the
agent's prior experiences and background knowledge. The paper suggests to
interpret comprehension as a modality and proposes a complete bimodal logical
system that describes an interplay between comprehension and knowledge
modalities.
","<1>  </1>
 <2> The ability of an agent to comprehend a sentence is tightly connected to the agent's prior experiences and background knowledge. </2>
 <3> The paper suggests to interpret comprehension as a modality and proposes a complete bimodal logical system that describes an interplay between comprehension and knowledge modalities. </3>
"
1812.01193,e-SNLI: Natural Language Inference with Natural Language Explanations,"  In order for machine learning to garner widespread public adoption, models
must be able to provide interpretable and robust explanations for their
decisions, as well as learn from human-provided explanations at train time. In
this work, we extend the Stanford Natural Language Inference dataset with an
additional layer of human-annotated natural language explanations of the
entailment relations. We further implement models that incorporate these
explanations into their training process and output them at test time. We show
how our corpus of explanations, which we call e-SNLI, can be used for various
goals, such as obtaining full sentence justifications of a model's decisions,
improving universal sentence representations and transferring to out-of-domain
NLI datasets. Our dataset thus opens up a range of research directions for
using natural language explanations, both for improving models and for
asserting their trust.
","<1>  </1>
 <2> In order for machine learning to garner widespread public adoption, models must be able to provide interpretable and robust explanations for their decisions, as well as learn from human-provided explanations at train time. </2>
 <3> In this work, we extend the Stanford Natural Language Inference dataset with an additional layer of human-annotated natural language explanations of the entailment relations. </3>
 <4> We further implement models that incorporate these explanations into their training process and output them at test time. </4>
 <5> We show how our corpus of explanations, which we call e-SNLI, can be used for various goals, such as obtaining full sentence justifications of a model's decisions, improving universal sentence representations and transferring to out-of-domain NLI datasets. </5>
 <6> Our dataset thus opens up a range of research directions for using natural language explanations, both for improving models and for asserting their trust. </6>
"
2212.00629,"Analyzing the State of Computer Science Research with the DBLP Discovery
  Dataset","  The number of scientific publications continues to rise exponentially,
especially in Computer Science (CS). However, current solutions to analyze
those publications restrict access behind a paywall, offer no features for
visual analysis, limit access to their data, only focus on niches or
sub-fields, and/or are not flexible and modular enough to be transferred to
other datasets. In this thesis, we conduct a scientometric analysis to uncover
the implicit patterns hidden in CS metadata and to determine the state of CS
research. Specifically, we investigate trends of the quantity, impact, and
topics for authors, venues, document types (conferences vs. journals), and
fields of study (compared to, e.g., medicine). To achieve this we introduce the
CS-Insights system, an interactive web application to analyze CS publications
with various dashboards, filters, and visualizations. The data underlying this
system is the DBLP Discovery Dataset (D3), which contains metadata from 5
million CS publications. Both D3 and CS-Insights are open-access, and
CS-Insights can be easily adapted to other datasets in the future. The most
interesting findings of our scientometric analysis include that i) there has
been a stark increase in publications, authors, and venues in the last two
decades, ii) many authors only recently joined the field, iii) the most cited
authors and venues focus on computer vision and pattern recognition, while the
most productive prefer engineering-related topics, iv) the preference of
researchers to publish in conferences over journals dwindles, v) on average,
journal articles receive twice as many citations compared to conference papers,
but the contrast is much smaller for the most cited conferences and journals,
and vi) journals also get more citations in all other investigated fields of
study, while only CS and engineering publish more in conferences than journals.
","<1>  </1>
 <2> The number of scientific publications continues to rise exponentially, especially in Computer Science (CS). </2>
 <3> However, current solutions to analyze </3>
 <4> those publications restrict access behind a paywall, offer no features for visual analysis, limit access to their data, only focus on niches or sub-fields, and/or are not flexible and modular enough to be transferred to other datasets. </4>
 <5> In this thesis, we conduct a scientometric analysis to uncover the implicit patterns hidden in CS metadata and to determine the state of CS research. </5>
 <6> Specifically, we investigate trends of the quantity, impact, and topics for authors, venues, document types (conferences vs. journals), and fields of study (compared to, e.g., medicine). </6>
 <7> To achieve this we introduce the CS-Insights system, an interactive web application to analyze CS publications with various dashboards, filters, and visualizations. </7>
 <8> The data underlying this system is the DBLP Discovery Dataset (D3), which contains metadata from 5 million CS publications. </8>
 <9> Both D3 and CS-Insights are open-access, and CS-Insights can be easily adapted to other datasets in the future. </9>
 <10> The most interesting findings of our scientometric analysis include that i) there has been a stark increase in publications, authors, and venues in the last two decades, ii) many authors only recently joined the field, iii) the most cited authors and venues focus on computer vision and pattern recognition, while the most productive prefer engineering-related topics, iv) the preference of researchers to publish in conferences over journals dwindles, v) on average, journal articles receive twice as many citations compared to conference papers, but the contrast is much smaller for the most cited conferences and journals, and vi) journals also get more citations in all other investigated fields of study, while only CS and engineering publish more in conferences than journals. </10>
"
2112.11389,Supervised Graph Contrastive Pretraining for Text Classification,"  Contrastive pretraining techniques for text classification has been largely
studied in an unsupervised setting. However, oftentimes labeled data from
related tasks which share label semantics with current task is available. We
hypothesize that using this labeled data effectively can lead to better
generalization on current task. In this paper, we propose a novel way to
effectively utilize labeled data from related tasks with a graph based
supervised contrastive learning approach. We formulate a token-graph by
extrapolating the supervised information from examples to tokens. Our
formulation results in an embedding space where tokens with high/low
probability of belonging to same class are near/further-away from one another.
We also develop detailed theoretical insights which serve as a motivation for
our method. In our experiments with $13$ datasets, we show our method
outperforms pretraining schemes by $2.5\%$ and also example-level contrastive
learning based formulation by $1.8\%$ on average. In addition, we show
cross-domain effectiveness of our method in a zero-shot setting by $3.91\%$ on
average. Lastly, we also demonstrate our method can be used as a noisy teacher
in a knowledge distillation setting to significantly improve performance of
transformer based models in low labeled data regime by $4.57\%$ on average.
","<1> Contrastive pretraining techniques for text classification has been largely studied in an unsupervised setting. </1>
 <2> However, oftentimes labeled data from related tasks which share label semantics with current task is available. </2>
 <3> We hypothesize that using this labeled data effectively can lead to better generalization on current task. </3>
 <4> In this paper, we propose a novel way to effectively utilize labeled data from related tasks with a graph based supervised contrastive learning approach. </4>
 <5> We formulate a token-graph by extrapolating the supervised information from examples to tokens. </5>
 <6> Our formulation results in an embedding space where tokens with high/low probability of belonging to same class are near/further-away from one another. </6>
 <7>  </7>
 <8> We also develop detailed theoretical insights which serve as a motivation for our method. </8>
 <9> In our experiments with $13$ datasets, we show our method outperforms pretraining schemes by $2.5\%$ and also example-level contrastive learning based formulation by $1.8\%$ on average. </9>
 <10> In addition, we show cross-domain effectiveness of our method in a zero-shot setting by $3.91\%$ on average. </10>
 <11> Lastly, we also demonstrate our method can be used as a noisy teacher in a knowledge distillation setting to significantly improve performance of transformer based models in low labeled data regime by $4.57\%$ on average. </11>
"
2012.08117,"Writing Polishment with Simile: Task, Dataset and A Neural Approach","  A simile is a figure of speech that directly makes a comparison, showing
similarities between two different things, e.g. ""Reading papers can be dull
sometimes,like watching grass grow"". Human writers often interpolate
appropriate similes into proper locations of the plain text to vivify their
writings. However, none of existing work has explored neural simile
interpolation, including both locating and generation. In this paper, we
propose a new task of Writing Polishment with Simile (WPS) to investigate
whether machines are able to polish texts with similes as we human do.
Accordingly, we design a two-staged Locate&Gen model based on transformer
architecture. Our model firstly locates where the simile interpolation should
happen, and then generates a location-specific simile. We also release a
large-scale Chinese Simile (CS) dataset containing 5 million similes with
context. The experimental results demonstrate the feasibility of WPS task and
shed light on the future research directions towards better automatic text
polishment.
","<1> A simile is a figure of speech that directly makes a comparison, showing similarities between two different things, e.g. ""Reading papers can be dull sometimes,like watching grass grow"". </1>
 <2> Human writers often interpolate appropriate similes into proper locations of the plain text to vivify their writings. </2>
 <3> However, none of existing work has explored neural simile interpolation, including both locating and generation. </3>
 <4> In this paper, we propose a new task of Writing Polishment with Simile (WPS) to investigate whether machines are able to polish texts with similes as we human do. </4>
 <5> Accordingly, we design a two-staged Locate&Gen model based on transformer architecture. </5>
 <6> Our model firstly locates where the simile interpolation should happen, and then generates a location-specific simile. </6>
 <7> We also release a large-scale Chinese Simile (CS) dataset containing 5 million similes with context. </7>
 <8> The experimental results demonstrate the feasibility of WPS task and shed light on the future research directions towards better automatic text polishment. </8>
"
2012.07410,"Reasoning in Dialog: Improving Response Generation by Context Reading
  Comprehension","  In multi-turn dialog, utterances do not always take the full form of
sentences \cite{Carbonell1983DiscoursePA}, which naturally makes understanding
the dialog context more difficult. However, it is essential to fully grasp the
dialog context to generate a reasonable response. Hence, in this paper, we
propose to improve the response generation performance by examining the model's
ability to answer a reading comprehension question, where the question is
focused on the omitted information in the dialog. Enlightened by the multi-task
learning scheme, we propose a joint framework that unifies these two tasks,
sharing the same encoder to extract the common and task-invariant features with
different decoders to learn task-specific features. To better fusing
information from the question and the dialog history in the encoding part, we
propose to augment the Transformer architecture with a memory updater, which is
designed to selectively store and update the history dialog information so as
to support downstream tasks. For the experiment, we employ human annotators to
write and examine a large-scale dialog reading comprehension dataset. Extensive
experiments are conducted on this dataset, and the results show that the
proposed model brings substantial improvements over several strong baselines on
both tasks. In this way, we demonstrate that reasoning can indeed help better
response generation and vice versa. We release our large-scale dataset for
further research.
","<1>  </1>
 <2> In multi-turn dialog, utterances do not always take the full form of sentences \cite{Carbonell1983DiscoursePA}, which naturally makes understanding the dialog context more difficult. </2>
 <3> However, it is essential to fully grasp the dialog context to generate a reasonable response. </3>
 <4> Hence, in this paper, we propose to improve the response generation performance by examining the model's ability to answer a reading comprehension question, where the question is focused on the omitted information in the dialog. </4>
 <5> Enlightened by the multi-task learning scheme, we propose a joint framework that unifies these two tasks, sharing the same encoder to extract the common and task-invariant features with different decoders to learn task-specific features. </5>
 <6> To better fusing information from the question and the dialog history in the encoding part, we propose to augment the Transformer architecture with a memory updater, which is designed to selectively store and update the history dialog information so as to support downstream tasks. </6>
 <7> For the experiment, we employ human annotators to write and examine a large-scale dialog reading comprehension dataset. </7>
 <8> Extensive experiments are conducted on this dataset, and the results show that the proposed model brings substantial improvements over several strong baselines on both tasks. </8>
 <9> In this way, we demonstrate that reasoning can indeed help better response generation and vice versa. </9>
 <10> We release our large-scale dataset for further research. </10>
"
2012.11988,"Graph-Evolving Meta-Learning for Low-Resource Medical Dialogue
  Generation","  Human doctors with well-structured medical knowledge can diagnose a disease
merely via a few conversations with patients about symptoms. In contrast,
existing knowledge-grounded dialogue systems often require a large number of
dialogue instances to learn as they fail to capture the correlations between
different diseases and neglect the diagnostic experience shared among them. To
address this issue, we propose a more natural and practical paradigm, i.e.,
low-resource medical dialogue generation, which can transfer the diagnostic
experience from source diseases to target ones with a handful of data for
adaptation. It is capitalized on a commonsense knowledge graph to characterize
the prior disease-symptom relations. Besides, we develop a Graph-Evolving
Meta-Learning (GEML) framework that learns to evolve the commonsense graph for
reasoning disease-symptom correlations in a new disease, which effectively
alleviates the needs of a large number of dialogues. More importantly, by
dynamically evolving disease-symptom graphs, GEML also well addresses the
real-world challenges that the disease-symptom correlations of each disease may
vary or evolve along with more diagnostic cases. Extensive experiment results
on the CMDD dataset and our newly-collected Chunyu dataset testify the
superiority of our approach over state-of-the-art approaches. Besides, our GEML
can generate an enriched dialogue-sensitive knowledge graph in an online
manner, which could benefit other tasks grounded on knowledge graph.
","<1> Human doctors with well-structured medical knowledge can diagnose a disease merely via a few conversations with patients about symptoms. </1>
 <2> In contrast, existing knowledge-grounded dialogue systems often require a large number of dialogue instances to learn as they fail to capture the correlations between different diseases and neglect the diagnostic experience shared among them. </2>
 <3> To address this issue, we propose a more natural and practical paradigm, i.e., low-resource medical dialogue generation, which can transfer the diagnostic experience from source diseases to target ones with a handful of data for adaptation. </3>
 <4> It is capitalized on a commonsense knowledge graph to characterize the prior disease-symptom relations. </4>
 <5> Besides, we develop a Graph-Evolving Meta-Learning (GEML) framework that learns to evolve the commonsense graph for reasoning disease-symptom correlations in a new disease, which effectively alleviates the needs of a large number of dialogues. </5>
 <6> More importantly, by dynamically evolving disease-symptom graphs, GEML also well addresses the real-world challenges that the disease-symptom correlations of each disease may vary or evolve along with more diagnostic cases. </6>
 <7> Extensive experiment results on the CMDD dataset and our newly-collected Chunyu dataset testify the superiority of our approach over state-of-the-art approaches. </7>
 <8> Besides, our GEML can generate an enriched dialogue-sensitive knowledge graph in an online manner, which could benefit other tasks grounded on knowledge graph. </8>
"
2112.08550,Neural Content Extraction for Poster Generation of Scientific Papers,"  The problem of poster generation for scientific papers is under-investigated.
Posters often present the most important information of papers, and the task
can be considered as a special form of document summarization. Previous studies
focus mainly on poster layout and panel composition, while neglecting the
importance of content extraction. Besides, their datasets are not publicly
available, which hinders further research. In this paper, we construct a
benchmark dataset from scratch for this task. Then we propose a three-step
framework to tackle this task and focus on the content extraction step in this
study. To get both textual and visual elements of a poster panel, a neural
extractive model is proposed to extract text, figures and tables of a paper
section simultaneously. We conduct experiments on the dataset and also perform
ablation study. Results demonstrate the efficacy of our proposed model. The
dataset and code will be released.
","<1>  </1>
 <2> The problem of poster generation for scientific papers is under-investigated. </2>
 <3>  </3>
 <4> Posters often present the most important information of papers, and the task can be considered as a special form of document summarization. </4>
 <5> Previous studies focus mainly on poster layout and panel composition, while neglecting the importance of content extraction. </5>
 <6> Besides, their datasets are not publicly available, which hinders further research. </6>
 <7> In this paper, we construct a benchmark dataset from scratch for this task. </7>
 <8> Then we propose a three-step framework to tackle this task and focus on the content extraction step in this study. </8>
 <9> To get both textual and visual elements of a poster panel, a neural extractive model is proposed to extract text, figures and tables of a paper section simultaneously. </9>
 <10> We conduct experiments on the dataset and also perform ablation study. </10>
 <11> Results demonstrate the efficacy of our proposed model. </11>
 <12> The dataset and code will be released. </12>
"
2212.06346,"The Massively Multilingual Natural Language Understanding 2022
  (MMNLU-22) Workshop and Competition","  Despite recent progress in Natural Language Understanding (NLU), the creation
of multilingual NLU systems remains a challenge. It is common to have NLU
systems limited to a subset of languages due to lack of available data. They
also often vary widely in performance. We launch a three-phase approach to
address the limitations in NLU and help propel NLU technology to new heights.
We release a 52 language dataset called the Multilingual Amazon SLU resource
package (SLURP) for Slot-filling, Intent classification, and Virtual assistant
Evaluation, or MASSIVE, in an effort to address parallel data availability for
voice assistants. We organize the Massively Multilingual NLU 2022 Challenge to
provide a competitive environment and push the state-of-the art in the
transferability of models into other languages. Finally, we host the first
Massively Multilingual NLU workshop which brings these components together. The
MMNLU workshop seeks to advance the science behind multilingual NLU by
providing a platform for the presentation of new research in the field and
connecting teams working on this research direction. This paper summarizes the
dataset, workshop and the competition and the findings of each phase.
","<1>  </1>
 <2> Despite recent progress in Natural Language Understanding (NLU), the creation of multilingual NLU systems remains a challenge. </2>
 <3> It is common to have NLU systems limited to a subset of languages due to lack of available data. </3>
 <4> They also often vary widely in performance. </4>
 <5> We launch a three-phase approach to address the limitations in NLU and help propel NLU technology to new heights. </5>
 <6>  </6>
 <7> We release a 52 language dataset called the Multilingual Amazon SLU resource package (SLURP) for Slot-filling, Intent classification, and Virtual assistant Evaluation, or MASSIVE, in an effort to address parallel data availability for voice assistants. </7>
 <8> We organize the Massively Multilingual NLU 2022 Challenge to provide a competitive environment and push the state-of-the art in the transferability of models into other languages. </8>
 <9> Finally, we host the first </9>
 <10> Massively Multilingual NLU workshop which brings these components together. </10>
 <11> The MMNLU workshop seeks to advance the science behind multilingual NLU by providing a platform for the presentation of new research in the field and connecting teams working on this research direction. </11>
 <12> This paper summarizes the dataset, workshop and the competition and the findings of each phase. </12>
"
1612.04609,Neural Emoji Recommendation in Dialogue Systems,"  Emoji is an essential component in dialogues which has been broadly utilized
on almost all social platforms. It could express more delicate feelings beyond
plain texts and thus smooth the communications between users, making dialogue
systems more anthropomorphic and vivid. In this paper, we focus on
automatically recommending appropriate emojis given the contextual information
in multi-turn dialogue systems, where the challenges locate in understanding
the whole conversations. More specifically, we propose the hierarchical long
short-term memory model (H-LSTM) to construct dialogue representations,
followed by a softmax classifier for emoji classification. We evaluate our
models on the task of emoji classification in a real-world dataset, with some
further explorations on parameter sensitivity and case study. Experimental
results demonstrate that our method achieves the best performances on all
evaluation metrics. It indicates that our method could well capture the
contextual information and emotion flow in dialogues, which is significant for
emoji recommendation.
","<1>  </1>
 <2> Emoji is an essential component in dialogues which has been broadly utilized on almost all social platforms. </2>
 <3> It could express more delicate feelings beyond plain texts and thus smooth the communications between users, making dialogue systems more anthropomorphic and vivid. </3>
 <4> In this paper, we focus on automatically recommending appropriate emojis given the contextual information in multi-turn dialogue systems, where the challenges locate in understanding the whole conversations. </4>
 <5> More specifically, we propose the hierarchical long short-term memory model (H-LSTM) to construct dialogue representations, followed by a softmax classifier for emoji classification. </5>
 <6> We evaluate our models on the task of emoji classification in a real-world dataset, with some further explorations on parameter sensitivity and case study. </6>
 <7> Experimental results demonstrate that our method achieves the best performances on all evaluation metrics. </7>
 <8> It indicates that our method could well capture the contextual information and emotion flow in dialogues, which is significant for emoji recommendation. </8>
"
2112.11776,The Importance of the Current Input in Sequence Modeling,"  The last advances in sequence modeling are mainly based on deep learning
approaches. The current state of the art involves the use of variations of the
standard LSTM architecture, combined with several tricks that improve the final
prediction rates of the trained neural networks. However, in some cases, these
adaptations might be too much tuned to the particular problems being addressed.
In this article, we show that a very simple idea, to add a direct connection
between the input and the output, skipping the recurrent module, leads to an
increase of the prediction accuracy in sequence modeling problems related to
natural language processing. Experiments carried out on different problems show
that the addition of this kind of connection to a recurrent network always
improves the results, regardless of the architecture and training-specific
details. When this idea is introduced into the models that lead the field, the
resulting networks achieve a new state-of-the-art perplexity in language
modeling problems.
","<1> The last advances in sequence modeling are mainly based on deep learning approaches. </1>
 <2> The current state of the art involves the use of variations of the standard LSTM architecture, combined with several tricks that improve the final prediction rates of the trained neural networks. </2>
 <3> However, in some cases, these adaptations might be too much tuned to the particular problems being addressed. </3>
 <4>  </4>
 <5> In this article, we show that a very simple idea, to add a direct connection between the input and the output, skipping the recurrent module, leads to an increase of the prediction accuracy in sequence modeling problems related to natural language processing. </5>
 <6> Experiments carried out on different problems show that the addition of this kind of connection to a recurrent network always improves the results, regardless of the architecture and training-specific details. </6>
 <7> When this idea is introduced into the models that lead the field, the resulting networks achieve a new state-of-the-art perplexity in language modeling problems. </7>
"
2112.06776,Keyphrase Generation Beyond the Boundaries of Title and Abstract,"  Keyphrase generation aims at generating important phrases (keyphrases) that
best describe a given document. In scholarly domains, current approaches have
largely used only the title and abstract of the articles to generate
keyphrases. In this paper, we comprehensively explore whether the integration
of additional information from the full text of a given article or from
semantically similar articles can be helpful for a neural keyphrase generation
model or not. We discover that adding sentences from the full text,
particularly in the form of the extractive summary of the article can
significantly improve the generation of both types of keyphrases that are
either present or absent from the text. Experimental results with three widely
used models for keyphrase generation along with one of the latest transformer
models suitable for longer documents, Longformer Encoder-Decoder (LED) validate
the observation. We also present a new large-scale scholarly dataset FullTextKP
for keyphrase generation. Unlike prior large-scale datasets, FullTextKP
includes the full text of the articles along with the title and abstract. We
release the source code at https://github.com/kgarg8/FullTextKP.
","<1> Keyphrase generation aims at generating important phrases (keyphrases) that best describe a given document. </1>
 <2> In scholarly domains, current approaches have largely used only the title and abstract of the articles to generate keyphrases. </2>
 <3> In this paper, we comprehensively explore whether the integration of additional information from the full text of a given article or from semantically similar articles can be helpful for a neural keyphrase generation model or not. </3>
 <4> We discover that adding sentences from the full text, particularly in the form of the extractive summary of the article can significantly improve the generation of both types of keyphrases that are either present or absent from the text. </4>
 <5> Experimental results with three widely used models for keyphrase generation along with one of the latest transformer models suitable for longer documents, Longformer Encoder-Decoder (LED) validate the observation. </5>
 <6> We also present a new large-scale scholarly dataset FullTextKP for keyphrase generation. </6>
 <7> Unlike prior large-scale datasets, FullTextKP includes the full text of the articles along with the title and abstract. </7>
 <8> We release the source code at https://github.com/kgarg8/FullTextKP. </8>
"
2212.09284,"An Investigation of Indian Native Language Phonemic Influences on L2
  English Pronunciations","  Speech systems are sensitive to accent variations. This is especially
challenging in the Indian context, with an abundance of languages but a dearth
of linguistic studies characterising pronunciation variations. The growing
number of L2 English speakers in India reinforces the need to study accents and
L1-L2 interactions. We investigate the accents of Indian English (IE) speakers
and report in detail our observations, both specific and common to all regions.
In particular, we observe the phonemic variations and phonotactics occurring in
the speakers' native languages and apply this to their English pronunciations.
We demonstrate the influence of 18 Indian languages on IE by comparing the
native language pronunciations with IE pronunciations obtained jointly from
existing literature studies and phonetically annotated speech of 80 speakers.
Consequently, we are able to validate the intuitions of Indian language
influences on IE pronunciations by justifying pronunciation rules from the
perspective of Indian language phonology. We obtain a comprehensive description
in terms of universal and region-specific characteristics of IE, which
facilitates accent conversion and adaptation of existing ASR and TTS systems to
different Indian accents.
","<1> Speech systems are sensitive to accent variations. </1>
 <2> This is especially challenging in the Indian context, with an abundance of languages but a dearth of linguistic studies characterising pronunciation variations. </2>
 <3> The growing number of L2 English speakers in India reinforces the need to study accents and L1-L2 interactions. </3>
 <4> We investigate the accents of Indian English (IE) speakers and report in detail our observations, both specific and common to all regions. </4>
 <5>  </5>
 <6> In particular, we observe the phonemic variations and phonotactics occurring in the speakers' native languages and apply this to their English pronunciations. </6>
 <7>  </7>
 <8> We demonstrate the influence of 18 Indian languages on IE by comparing the native language pronunciations with IE pronunciations obtained jointly from existing literature studies and phonetically annotated speech of 80 speakers. </8>
 <9> Consequently, we are able to validate the intuitions of Indian language influences on IE pronunciations by justifying pronunciation rules from the perspective of Indian language phonology. </9>
 <10> We obtain a comprehensive description in terms of universal and region-specific characteristics of IE, which facilitates accent conversion and adaptation of existing ASR and TTS systems to different Indian accents. </10>
"
2112.07899,Large Dual Encoders Are Generalizable Retrievers,"  It has been shown that dual encoders trained on one domain often fail to
generalize to other domains for retrieval tasks. One widespread belief is that
the bottleneck layer of a dual encoder, where the final score is simply a
dot-product between a query vector and a passage vector, is too limited to make
dual encoders an effective retrieval model for out-of-domain generalization. In
this paper, we challenge this belief by scaling up the size of the dual encoder
model {\em while keeping the bottleneck embedding size fixed.} With multi-stage
training, surprisingly, scaling up the model size brings significant
improvement on a variety of retrieval tasks, especially for out-of-domain
generalization. Experimental results show that our dual encoders,
\textbf{G}eneralizable \textbf{T}5-based dense \textbf{R}etrievers (GTR),
outperform %ColBERT~\cite{khattab2020colbert} and existing sparse and dense
retrievers on the BEIR dataset~\cite{thakur2021beir} significantly. Most
surprisingly, our ablation study finds that GTR is very data efficient, as it
only needs 10\% of MS Marco supervised data to achieve the best out-of-domain
performance. All the GTR models are released at
https://tfhub.dev/google/collections/gtr/1.
","<1> It has been shown that dual encoders trained on one domain often fail to generalize to other domains for retrieval tasks. </1>
 <2> One widespread belief is that the bottleneck layer of a dual encoder, where the final score is simply a dot-product between a query vector and a passage vector, is too limited to make dual encoders an effective retrieval model for out-of-domain generalization. </2>
 <3> In this paper, we challenge this belief by scaling up the size of the dual encoder model {\em while keeping the bottleneck embedding size fixed.} </3>
 <4> With multi-stage training, surprisingly, scaling up the model size brings significant improvement on a variety of retrieval tasks, especially for out-of-domain generalization. </4>
 <5> Experimental results show that our dual encoders, \textbf{G}eneralizable \textbf{T}5-based dense \textbf{R}etrievers (GTR), outperform %ColBERT~\cite{khattab2020colbert} and existing sparse and dense retrievers on the BEIR dataset~\cite{thakur2021beir} significantly. </5>
 <6> Most </6>
 <7> surprisingly, our ablation study finds that GTR is very data efficient, as it only needs 10\% of MS Marco supervised data to achieve the best out-of-domain performance. </7>
 <8> All the GTR models are released at https://tfhub.dev/google/collections/gtr/1. </8>
"
1912.01982,Neural Academic Paper Generation,"  In this work, we tackle the problem of structured text generation,
specifically academic paper generation in $\LaTeX{}$, inspired by the
surprisingly good results of basic character-level language models. Our
motivation is using more recent and advanced methods of language modeling on a
more complex dataset of $\LaTeX{}$ source files to generate realistic academic
papers. Our first contribution is preparing a dataset with $\LaTeX{}$ source
files on recent open-source computer vision papers. Our second contribution is
experimenting with recent methods of language modeling and text generation such
as Transformer and Transformer-XL to generate consistent $\LaTeX{}$ code. We
report cross-entropy and bits-per-character (BPC) results of the trained
models, and we also discuss interesting points on some examples of the
generated $\LaTeX{}$ code.
","<1>  </1>
 <2> In this work, we tackle the problem of structured text generation, specifically academic paper generation in $\LaTeX{}$, inspired by the surprisingly good results of basic character-level language models. </2>
 <3> Our motivation is using more recent and advanced methods of language modeling on a more complex dataset of $\LaTeX{}$ source files to generate realistic academic papers. </3>
 <4> Our first contribution is preparing a dataset with $\LaTeX{}$ source files on recent open-source computer vision papers. </4>
 <5> Our second contribution is experimenting with recent methods of language modeling and text generation such as Transformer and Transformer-XL to generate consistent $\LaTeX{}$ code. </5>
 <6> We report cross-entropy and bits-per-character (BPC) results of the trained models, and we also discuss interesting points on some examples of the generated $\LaTeX{}$ code. </6>
"
1612.06139,Neural Machine Translation from Simplified Translations,"  Text simplification aims at reducing the lexical, grammatical and structural
complexity of a text while keeping the same meaning. In the context of machine
translation, we introduce the idea of simplified translations in order to boost
the learning ability of deep neural translation models. We conduct preliminary
experiments showing that translation complexity is actually reduced in a
translation of a source bi-text compared to the target reference of the bi-text
while using a neural machine translation (NMT) system learned on the exact same
bi-text. Based on knowledge distillation idea, we then train an NMT system
using the simplified bi-text, and show that it outperforms the initial system
that was built over the reference data set. Performance is further boosted when
both reference and automatic translations are used to learn the network. We
perform an elementary analysis of the translated corpus and report accuracy
results of the proposed approach on English-to-French and English-to-German
translation tasks.
","<1> Text simplification aims at reducing the lexical, grammatical and structural complexity of a text while keeping the same meaning. </1>
 <2> In the context of machine translation, we introduce the idea of simplified translations in order to boost the learning ability of deep neural translation models. </2>
 <3> We conduct preliminary experiments showing that translation complexity is actually reduced in a translation of a source bi-text compared to the target reference of the bi-text while using a neural machine translation (NMT) system learned on the exact same bi-text. </3>
 <4> Based on knowledge distillation idea, we then train an NMT system using the simplified bi-text, and show that it outperforms the initial system that was built over the reference data set. </4>
 <5> Performance is further boosted when both reference and automatic translations are used to learn the network. </5>
 <6> We perform an elementary analysis of the translated corpus and report accuracy results of the proposed approach on English-to-French and English-to-German translation tasks. </6>
"
1812.02802,End-to-End Streaming Keyword Spotting,"  We present a system for keyword spotting that, except for a frontend
component for feature generation, it is entirely contained in a deep neural
network (DNN) model trained ""end-to-end"" to predict the presence of the keyword
in a stream of audio. The main contributions of this work are, first, an
efficient memoized neural network topology that aims at making better use of
the parameters and associated computations in the DNN by holding a memory of
previous activations distributed over the depth of the DNN. The second
contribution is a method to train the DNN, end-to-end, to produce the keyword
spotting score. This system significantly outperforms previous approaches both
in terms of quality of detection as well as size and computation.
","<1> We present a system for keyword spotting that, except for a frontend component for feature generation, it is entirely contained in a deep neural network (DNN) model trained ""end-to-end"" to predict the presence of the keyword in a stream of audio. </1>
 <2> The main contributions of this work are, first, an efficient memoized neural network topology that aims at making better use of the parameters and associated computations in the DNN by holding a memory of previous activations distributed over the depth of the DNN. </2>
 <3> The second contribution is a method to train the DNN, end-to-end, to produce the keyword spotting score. </3>
 <4> This system significantly outperforms previous approaches both in terms of quality of detection as well as size and computation. </4>
"
